CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Combined_Score,RFM_Score_Label,Customer_Segment,Cluster,churn_prediction,churn_probability
13785,64,4,360.19,3,4,3,10,3-4-3,Loyal Mid-Tier,1,0,0.0839
13786,3,6,1137.67,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0017
13787,94,4,663.79,2,4,4,10,2-4-4,Dormant Spenders,1,1,0.7381
13788,141,1,3.75,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9667
13789,24,1,239.46,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0125
13792,58,1,103.2,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.0432
13793,282,1,96.0,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9384
13794,182,1,108.13,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9519
13795,40,3,301.95,3,3,2,8,3-3-2,Fading Customers,1,1,0.6029
13796,135,1,278.75,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9609
13797,72,3,926.7,2,3,4,9,2-3-4,Fading Customers,1,1,0.6405
13798,54,9,259.91,3,5,2,10,3-5-2,Occasional Browsers,0,0,0.0206
13799,80,6,879.18,2,5,4,11,2-5-4,Dormant Spenders,0,1,0.5228
13800,66,2,464.3,3,2,3,8,3-2-3,Fading Customers,1,0,0.0276
13802,10,15,3347.18,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0021
13803,67,2,945.56,3,2,4,9,3-2-4,Fading Customers,1,0,0.3442
13804,71,2,533.13,3,2,3,8,3-2-3,Fading Customers,1,1,0.5485
13807,3,3,208.15,5,3,2,10,5-3-2,Occasional Browsers,0,0,0.0097
13809,30,2,53.9,4,2,1,7,4-2-1,Promising Newcomers,1,0,0.0262
13813,163,4,936.93,2,4,4,10,2-4-4,Dormant Spenders,1,1,0.8498
13814,163,1,225.4,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9444
13815,42,4,2178.85,3,4,5,12,3-4-5,Loyal Mid-Tier,0,0,0.0053
13818,65,1,61.28,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.085
13819,305,3,933.5,1,3,4,8,1-3-4,Dormant Spenders,1,1,0.9672
13820,54,3,617.3,3,3,4,10,3-3-4,Loyal Mid-Tier,1,0,0.0374
13821,29,4,901.24,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0021
13823,16,5,1716.23,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0019
13824,51,6,883.26,3,5,4,12,3-5-4,Loyal Mid-Tier,0,0,0.0064
13825,257,2,230.39,1,2,2,5,1-2-2,Disengaged Low-Value,1,1,0.9797
13830,217,1,110.2,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9622
13831,165,6,567.75,2,5,3,10,2-5-3,Occasional Browsers,1,1,0.7604
13832,58,1,242.51,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0327
13833,40,1,213.86,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0407
13834,212,2,178.5,1,2,2,5,1-2-2,Disengaged Low-Value,1,1,0.9755
13835,155,3,161.3,2,3,1,6,2-3-1,Fading Customers,1,1,0.803
13836,35,2,449.03,4,2,3,9,4-2-3,Promising Newcomers,1,0,0.0258
13838,5,7,1106.41,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0082
13839,122,1,139.95,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9601
13840,52,1,579.8,3,1,3,7,3-1-3,Occasional Browsers,1,1,0.81
13842,2,10,1686.19,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0021
13843,17,1,244.15,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0111
13846,35,1,426.83,4,1,3,8,4-1-3,Promising Newcomers,1,0,0.0158
13847,355,1,221.92,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9644
13849,33,3,1406.84,4,3,5,12,4-3-5,Loyal Mid-Tier,0,0,0.006
13851,15,4,1057.1,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0069
13852,246,1,187.35,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9434
13854,16,13,682.28,4,5,4,13,4-5-4,High-Value Regulars,0,0,0.0027
13855,136,4,1100.8,2,4,4,10,2-4-4,Dormant Spenders,0,1,0.8244
13856,99,7,357.97,2,5,3,10,2-5-3,Occasional Browsers,0,1,0.6867
13857,29,6,884.28,4,5,4,13,4-5-4,High-Value Regulars,0,0,0.0068
13859,165,1,81.15,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9718
13861,65,2,223.61,3,2,2,7,3-2-2,Fading Customers,1,1,0.6205
13862,25,1,346.73,4,1,3,8,4-1-3,Promising Newcomers,1,0,0.0213
13863,101,3,674.92,2,3,4,9,2-3-4,Fading Customers,1,1,0.8864
13869,17,6,3818.64,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.003
13870,23,7,1695.78,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0018
13871,64,4,1067.9,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0018
13872,163,3,862.37,2,3,4,9,2-3-4,Fading Customers,1,1,0.7711
13873,19,5,394.3,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.0054
13874,140,6,657.7,2,5,4,11,2-5-4,Dormant Spenders,0,1,0.9035
13875,23,9,2294.48,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0018
13877,106,2,205.02,2,2,2,6,2-2-2,Fading Customers,1,1,0.7675
13878,183,3,670.65,1,3,4,8,1-3-4,Dormant Spenders,1,1,0.9797
13879,281,1,375.6,1,1,3,5,1-1-3,Occasional Browsers,1,1,0.8008
13880,3,5,1075.89,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0053
13881,121,5,637.34,2,4,4,10,2-4-4,Dormant Spenders,0,1,0.8774
13883,39,9,2871.47,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0056
13884,12,5,903.43,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.009
13888,40,5,945.73,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0095
13889,18,5,1389.23,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0021
13890,10,4,944.82,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0017
13891,14,3,696.36,5,3,4,12,5-3-4,Loyal Mid-Tier,0,0,0.0042
13892,211,1,12.6,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9645
13895,151,2,965.0,2,2,4,8,2-2-4,Fading Customers,1,1,0.5802
13896,261,1,261.05,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9557
13897,74,2,747.27,2,2,4,8,2-2-4,Fading Customers,1,0,0.3461
13898,47,1,464.67,3,1,3,7,3-1-3,Occasional Browsers,1,1,0.5769
13900,25,3,693.52,4,3,4,11,4-3-4,Loyal Mid-Tier,0,0,0.0043
13901,10,10,2143.58,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0017
13902,360,1,55.86,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9626
13903,36,1,165.45,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.011
13905,368,1,122.1,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9608
13907,327,1,55.2,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9602
13909,59,2,179.0,3,2,2,7,3-2-2,Fading Customers,1,1,0.7762
13911,15,11,1070.37,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0079
13912,59,1,124.95,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.0476
13913,142,1,13.52,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9633
13915,30,1,17.7,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0132
13916,99,4,960.56,2,4,4,10,2-4-4,Dormant Spenders,0,1,0.7889
13919,60,2,623.65,3,2,4,9,3-2-4,Fading Customers,1,1,0.5357
13920,67,4,879.5,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0059
13921,38,4,539.05,3,4,3,10,3-4-3,Loyal Mid-Tier,0,0,0.0024
13922,73,2,305.95,2,2,2,6,2-2-2,Fading Customers,1,0,0.4207
13927,73,1,303.05,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9497
13929,52,6,518.46,3,5,3,11,3-5-3,Loyal Mid-Tier,0,0,0.0083
13931,28,9,3352.39,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0021
13935,232,2,315.33,1,2,3,6,1-2-3,Occasional Browsers,1,1,0.8742
13936,18,2,528.18,4,2,3,9,4-2-3,Promising Newcomers,1,0,0.0271
13937,38,1,658.65,3,1,4,8,3-1-4,Big Spender Infrequent,1,0,0.0796
13939,67,4,801.11,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0054
13941,8,6,213.24,5,5,2,12,5-5-2,Occasional Browsers,0,0,0.0125
13943,213,1,204.04,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9575
13944,289,1,192.87,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9622
13945,30,2,644.95,4,2,4,10,4-2-4,Promising Newcomers,1,0,0.0302
13946,12,3,175.6,5,3,2,10,5-3-2,Occasional Browsers,1,0,0.0342
13948,47,3,300.06,3,3,2,8,3-3-2,Fading Customers,1,0,0.028
13952,16,11,2723.81,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0022
13955,11,1,126.8,5,1,1,7,5-1-1,Promising Newcomers,1,0,0.0172
13957,53,3,339.65,3,3,3,9,3-3-3,Loyal Mid-Tier,1,0,0.061
13958,15,8,2587.91,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0018
13959,35,3,347.35,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0712
13961,28,1,195.15,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0097
13962,71,1,163.5,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.04
13963,3,14,1810.18,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0077
13964,23,2,310.5,4,2,2,8,4-2-2,Promising Newcomers,1,0,0.0201
13965,112,3,295.7,2,3,2,7,2-3-2,Fading Customers,1,1,0.7812
13966,71,1,263.3,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0416
13967,32,1,65.7,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0173
13968,59,1,78.3,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.0524
13969,1,18,3793.78,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0083
13970,73,1,247.99,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9019
13971,59,6,1680.34,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0045
13974,218,1,228.33,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9677
13975,29,6,2530.84,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0021
13976,142,3,643.18,2,3,4,9,2-3-4,Fading Customers,1,1,0.8684
13977,47,1,92.85,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.0631
13979,29,6,2167.71,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0023
13980,75,4,436.18,2,4,3,9,2-4-3,Occasional Browsers,1,1,0.5885
13981,51,1,260.59,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.047
13982,1,6,1587.08,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0018
13983,2,10,2311.76,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0023
13984,2,8,701.29,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0021
13985,10,7,2212.48,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0019
13987,15,2,666.64,5,2,4,11,5-2-4,Promising Newcomers,0,0,0.0052
13988,19,2,494.49,4,2,3,9,4-2-3,Promising Newcomers,1,0,0.0166
13989,100,3,670.46,2,3,4,9,2-3-4,Fading Customers,1,1,0.8431
13992,16,2,80.0,4,2,1,7,4-2-1,Promising Newcomers,1,0,0.0117
13993,15,10,2413.86,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.002
13995,15,9,2136.78,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0018
13996,22,2,496.98,4,2,3,9,4-2-3,Promising Newcomers,1,0,0.0235
13997,155,2,221.66,2,2,2,6,2-2-2,Fading Customers,1,1,0.6676
13998,82,3,399.2,2,3,3,8,2-3-3,Fading Customers,1,1,0.778
13999,10,17,3265.28,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0022
14000,50,3,226.16,3,3,2,8,3-3-2,Fading Customers,1,0,0.424
14001,9,6,1021.11,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0098
14003,368,1,166.43,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9567
14004,29,4,1081.9,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0061
14006,164,4,491.4,2,4,3,9,2-4-3,Occasional Browsers,1,1,0.9148
14007,148,1,42.58,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9773
14008,68,1,509.04,3,1,3,7,3-1-3,Occasional Browsers,1,1,0.7617
14009,98,1,265.3,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9639
14010,201,2,243.55,1,2,2,5,1-2-2,Disengaged Low-Value,1,1,0.9817
14011,116,2,365.66,2,2,3,7,2-2-3,Fading Customers,1,1,0.5664
14013,16,2,440.25,4,2,3,9,4-2-3,Promising Newcomers,1,0,0.02
14014,12,2,384.29,5,2,3,10,5-2-3,Promising Newcomers,1,0,0.0154
14016,32,7,3795.54,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0019
14017,207,1,185.2,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9392
14018,281,1,186.0,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9449
14020,112,2,439.21,2,2,3,7,2-2-3,Fading Customers,1,1,0.7614
14021,10,4,869.17,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0045
14022,122,1,335.15,2,1,3,6,2-1-3,Occasional Browsers,1,1,0.8404
14024,26,1,190.04,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0086
14025,100,8,1003.96,2,5,4,11,2-5-4,Dormant Spenders,0,1,0.8982
14026,106,2,713.11,2,2,4,8,2-2-4,Fading Customers,1,1,0.6212
14030,2,14,3608.95,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0026
14031,1,26,4665.15,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0027
14032,2,6,1288.56,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0017
14035,42,4,643.68,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0038
14037,114,4,467.76,2,4,3,9,2-4-3,Occasional Browsers,1,1,0.7138
14038,33,2,935.8,4,2,4,10,4-2-4,Promising Newcomers,0,0,0.0036
14039,211,1,6.96,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9719
14040,22,22,4954.69,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0024
14042,361,1,263.28,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9626
14043,127,2,197.2,2,2,2,6,2-2-2,Fading Customers,1,1,0.7393
14044,54,6,2059.67,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0081
14047,8,10,1561.43,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0023
14048,18,1,283.69,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0115
14049,23,8,4031.16,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0092
14051,2,13,967.8,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0023
14052,26,1,165.4,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0127
14053,33,2,68.25,4,2,1,7,4-2-1,Promising Newcomers,1,0,0.0073
14055,213,2,361.75,1,2,3,6,1-2-3,Occasional Browsers,1,1,0.8938
14057,17,5,1543.22,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.002
14058,98,2,298.89,2,2,2,6,2-2-2,Fading Customers,1,1,0.5741
14060,36,8,434.12,4,5,3,12,4-5-3,Loyal Mid-Tier,0,0,0.0084
14061,360,2,228.5,1,2,2,5,1-2-2,Disengaged Low-Value,1,1,0.9565
14062,10,10,1563.56,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0025
14063,322,2,62.9,1,2,1,4,1-2-1,Disengaged Low-Value,1,1,0.9516
14064,66,10,1292.21,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0075
14065,25,3,628.22,4,3,4,11,4-3-4,Loyal Mid-Tier,0,0,0.0057
14068,239,3,1024.42,1,3,4,8,1-3-4,Dormant Spenders,1,1,0.9867
14069,150,2,178.86,2,2,2,6,2-2-2,Fading Customers,1,1,0.7574
14070,320,1,186.7,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9684
14072,302,1,187.65,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9454
14074,259,1,20.0,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9709
14075,39,2,428.76,3,2,3,8,3-2-3,Fading Customers,1,0,0.4957
14077,31,1,100.15,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0139
14078,9,4,412.68,5,4,3,12,5-4-3,Loyal Mid-Tier,0,0,0.0087
14080,49,4,446.29,3,4,3,10,3-4-3,Loyal Mid-Tier,0,0,0.0018
14081,5,9,3485.87,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0028
14082,28,1,167.96,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0096
14083,7,2,251.23,5,2,2,9,5-2-2,Promising Newcomers,1,0,0.0037
14084,148,1,56.4,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9619
14085,4,15,4146.37,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0021
14087,40,2,492.8,3,2,3,8,3-2-3,Fading Customers,1,0,0.0273
14088,57,1,54.4,3,1,1,5,3-1-1,Occasional Browsers,1,0,0.1079
14092,10,10,2385.02,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.002
14094,75,1,234.37,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9476
14095,358,1,2.95,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9712
14097,117,2,367.46,2,2,3,7,2-2-3,Fading Customers,1,0,0.4067
14099,11,9,2538.63,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0022
14101,156,3,162.78,2,3,2,7,2-3-2,Fading Customers,1,1,0.764
14104,25,3,385.33,4,3,3,10,4-3-3,Loyal Mid-Tier,1,0,0.0284
14105,44,4,3015.5,3,4,5,12,3-4-5,Loyal Mid-Tier,0,0,0.0032
14107,84,4,1646.65,2,4,5,11,2-4-5,Dormant Spenders,0,0,0.0367
14108,367,2,339.65,1,2,3,6,1-2-3,Occasional Browsers,1,1,0.8451
14110,71,20,3015.17,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0022
14112,87,6,2136.34,2,5,5,12,2-5-5,Dormant Spenders,0,1,0.6288
14113,11,8,680.1,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0023
14114,31,5,817.7,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.0054
14115,137,2,240.95,2,2,2,6,2-2-2,Fading Customers,1,1,0.6814
14118,64,1,173.25,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0424
14119,11,2,117.04,5,2,1,8,5-2-1,Promising Newcomers,1,0,0.0043
14122,42,2,182.84,3,2,2,7,3-2-2,Fading Customers,1,0,0.0459
14123,369,1,423.43,1,1,3,5,1-1-3,Occasional Browsers,1,1,0.7549
14126,80,1,423.03,2,1,3,6,2-1-3,Occasional Browsers,1,1,0.7654
14127,16,3,986.37,4,3,4,11,4-3-4,Loyal Mid-Tier,0,0,0.008
14128,187,1,286.71,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.9596
14129,35,4,791.4,4,4,4,12,4-4-4,High-Value Regulars,0,0,0.005
14130,11,3,932.84,5,3,4,12,5-3-4,Loyal Mid-Tier,0,0,0.002
14131,284,1,168.22,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.945
14133,369,1,59.7,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9671
14134,43,9,1304.61,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0021
14135,3,9,1058.76,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0025
14136,36,5,1332.63,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0018
14137,331,1,120.6,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9634
14139,126,3,556.78,2,3,3,8,2-3-3,Fading Customers,1,1,0.8725
14142,9,2,621.43,5,2,4,11,5-2-4,Promising Newcomers,0,0,0.0047
14144,122,1,30.6,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9565
14146,19,7,3238.79,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.0027
14147,24,5,198.9,4,4,2,10,4-4-2,Occasional Browsers,0,0,0.0912
14148,50,1,181.59,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0398
14151,309,2,615.0,1,2,4,7,1-2-4,Dormant Spenders,1,1,0.9667
14152,23,5,1249.33,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0049
14153,119,1,233.4,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.9676
14154,17,5,3000.02,4,4,5,13,4-4-5,High-Value Regulars,0,0,0.0033
14156,14,65,27585.92,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0023
14157,25,3,526.85,4,3,3,10,4-3-3,Loyal Mid-Tier,0,0,0.0074
14159,15,9,2772.3,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0027
14160,246,5,686.35,1,4,4,9,1-4-4,Dormant Spenders,1,1,0.9754
14161,5,5,1821.46,5,4,5,14,5-4-5,High-Value Regulars,0,0,0.0021
14163,98,1,16.35,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.9471
14166,141,2,221.3,2,2,2,6,2-2-2,Fading Customers,1,1,0.7905
14167,100,4,595.85,2,4,4,10,2-4-4,Dormant Spenders,1,1,0.8513
14168,56,2,228.65,3,2,2,7,3-2-2,Fading Customers,1,1,0.5042
14169,66,2,441.91,3,2,3,8,3-2-3,Fading Customers,1,1,0.5324
14170,11,3,466.83,5,3,3,11,5-3-3,Loyal Mid-Tier,0,0,0.0058
14171,366,1,33.3,1,1,1,3,1-1-1,Disengaged Low-Value,1,1,0.9663
14172,241,3,188.82,1,3,2,6,1-3-2,Occasional Browsers,1,1,0.8688
14173,277,2,53.56,1,2,1,4,1-2-1,Disengaged Low-Value,1,1,0.9691
14175,54,5,2527.35,3,4,5,12,3-4-5,Loyal Mid-Tier,0,0,0.0081
14176,3,2,237.85,5,2,2,9,5-2-2,Promising Newcomers,0,0,0.0053
14177,17,7,823.98,4,5,4,13,4-5-4,High-Value Regulars,0,0,0.005
14180,8,9,357.08,5,5,3,13,5-5-3,Loyal Mid-Tier,0,0,0.0146
14181,46,2,295.6,3,2,2,7,3-2-2,Fading Customers,1,0,0.3812
14182,79,4,449.97,2,4,3,9,2-4-3,Occasional Browsers,1,1,0.8148
14183,47,2,218.69,3,2,2,7,3-2-2,Fading Customers,1,1,0.5833
14186,63,5,1421.39,3,4,5,12,3-4-5,Loyal Mid-Tier,0,0,0.0051
14187,109,1,94.85,2,1,1,4,2-1-1,Disengaged Low-Value,1,1,0.955
14189,4,2,602.8,5,2,4,11,5-2-4,Promising Newcomers,0,0,0.0069
14191,30,1,78.0,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0107
14192,24,1,247.84,4,1,2,7,4-1-2,Promising Newcomers,1,0,0.0091
14193,32,1,340.9,4,1,3,8,4-1-3,Promising Newcomers,1,0,0.0185
14194,28,14,5132.93,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.002
14197,46,1,310.7,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0833
14198,36,5,577.13,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.0023
14199,59,2,90.45,3,2,1,6,3-2-1,Fading Customers,1,0,0.4291
14200,253,1,325.3,1,1,3,5,1-1-3,Occasional Browsers,1,1,0.8701
14201,45,2,277.35,3,2,2,7,3-2-2,Fading Customers,1,0,0.4364
14202,17,3,267.31,4,3,2,9,4-3-2,Occasional Browsers,1,0,0.4399
14203,33,1,94.6,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0119
14204,58,3,649.16,3,3,4,10,3-3-4,Loyal Mid-Tier,1,0,0.0061
14205,30,7,1221.93,4,5,4,13,4-5-4,High-Value Regulars,0,0,0.0064
14206,24,2,662.35,4,2,4,10,4-2-4,Promising Newcomers,1,0,0.014
14208,187,1,315.9,1,1,3,5,1-1-3,Occasional Browsers,1,1,0.7853
14209,21,9,1982.13,4,5,5,14,4-5-5,High-Value Regulars,0,0,0.002
14210,7,11,3238.26,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0021
14211,47,8,1698.64,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0019
14215,4,4,1212.65,5,4,4,13,5-4-4,High-Value Regulars,0,0,0.0016
14216,50,1,206.59,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0491
14217,2,7,766.31,5,5,4,14,5-5-4,High-Value Regulars,0,0,0.0094
14219,45,2,420.84,3,2,3,8,3-2-3,Fading Customers,1,1,0.6781
14220,203,2,207.6,1,2,2,5,1-2-2,Disengaged Low-Value,1,1,0.9688
14221,85,8,2385.33,2,5,5,12,2-5-5,Dormant Spenders,0,1,0.6996
14224,26,5,452.74,4,4,3,11,4-4-3,Loyal Mid-Tier,0,0,0.0086
14225,70,4,1190.47,3,4,4,11,3-4-4,Loyal Mid-Tier,0,0,0.0052
14226,77,1,533.4,2,1,3,6,2-1-3,Occasional Browsers,1,1,0.7004
14227,50,5,2649.85,3,4,5,12,3-4-5,Loyal Mid-Tier,0,0,0.0064
14228,73,3,565.8,2,3,3,8,2-3-3,Fading Customers,1,1,0.8492
14229,39,4,502.34,3,4,3,10,3-4-3,Loyal Mid-Tier,0,0,0.0077
14230,71,3,431.26,3,3,3,9,3-3-3,Loyal Mid-Tier,1,0,0.0874
14231,86,1,309.91,2,1,2,5,2-1-2,Disengaged Low-Value,1,1,0.8641
14233,101,2,559.75,2,2,3,7,2-2-3,Fading Customers,1,1,0.7201
14235,134,4,950.87,2,4,4,10,2-4-4,Dormant Spenders,1,1,0.9761
14236,8,3,389.48,5,3,3,11,5-3-3,Loyal Mid-Tier,0,0,0.0074
14237,9,2,276.95,5,2,2,9,5-2-2,Promising Newcomers,1,0,0.0113
14238,298,2,43.6,1,2,1,4,1-2-1,Disengaged Low-Value,1,1,0.9799
14239,67,10,1625.26,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0021
14240,59,1,338.2,3,1,3,7,3-1-3,Occasional Browsers,1,1,0.7283
14243,1,8,3025.04,5,5,5,15,5-5-5,High-Value Regulars,0,0,0.0084
14244,296,1,245.46,1,1,2,4,1-1-2,Disengaged Low-Value,1,1,0.972
14247,40,4,418.6,3,4,3,10,3-4-3,Loyal Mid-Tier,0,0,0.007
14248,95,2,436.13,2,2,3,7,2-2-3,Fading Customers,1,1,0.7259
14249,46,12,3090.98,3,5,5,13,3-5-5,Loyal Mid-Tier,0,0,0.0052
14252,17,1,130.99,4,1,1,6,4-1-1,Promising Newcomers,1,0,0.0119
14253,129,2,84.75,2,3,1,6,2-3-1,Fading Customers,1,1,0.7373
14254,68,1,305.83,3,1,2,6,3-1-2,Occasional Browsers,1,0,0.0442
14256,127,2,1170.78,2,3,4,9,2-3-4,Fading Customers,1,1,0.5961
